list_name,name,label,dis_filter
cadas,LBN36037,Bikfayia - بكفيا,LBD0012
cadas,LBN53008,Billa - بلا,LBD0005
cadas,LBN35027,Biqaatet Kannane - بقعاتة كنعان,LBD0018
cadas,LBN320104,Bir el AAbed - بئر العبد,LBD0003
cadas,LBN34041,Bir El Hait - بير الهيت,LBD0016
cadas,LBN41009,Bir es Sanassel - بير السناسل,LBD0007
cadas,LBN320013,Bir Hassan - بئر حسن,LBD0003
cadas,LBN33032,Bire - بيرة,LBD0008
cadas,LBN51040,Bire Akkar - البيره عكار,LBD0001
cadas,LBN23012,Bire rachaya - بيرة راشّيا,LBD0020
cadas,LBN62015,Bisri - بسري,LBD0017
cadas,LBN61014,Bissariyeh - بيسارية,LBD0021
cadas,LBN62016,Biyad - البياض,LBD0017
cadas,LBN63017,Biyad Sour - البياض صور,LBD0022
cadas,LBN22009,Biyout Aawad - بيوت عواد,LBD0010
cadas,LBN22010,Biyout el Ain - بيوت العين,LBD0010
cadas,LBN22011,Biyout el Hajj Hassan - بيوت الحاج حسن,LBD0010
cadas,LBN22012,Biyout er Rouais - بيوت الرويس,LBD0010
cadas,LBN22013,Biyout es Souh - بيوت السوح,LBD0010
cadas,LBN35028,Bizhel - بزحل,LBD0018
cadas,LBN62017,Bkassine - بكاسين,LBD0017
cadas,LBN33033,Bkechtine - بكشتين,LBD0008
cadas,LBN54015,Bkeftine - بكفتين,LBD0011
cadas,LBN31032,Bkhechtay - بخشتيه,LBD0002
cadas,LBN33035,Bkifa - بكيفا,LBD0008
cadas,LBN35029,Bkirke - بكركي,LBD0018
cadas,LBN34043,Bkourkaz - بكركز,LBD0016
cadas,LBN31033,Blaibel - بليبل,LBD0002
cadas,LBN21021,Blaiqa - بليقة,LBD0004
cadas,LBN53009,Blaouza - بلوزا,LBD0005
cadas,LBN34044,Blat - بلاط,LBD0016
cadas,LBN43009,Blat Marjaayoun - بلاط مرجعيون,LBD0019
cadas,LBN35030,Blat Mazraat Kfar Dibiane - بلاط كفر ذبيان,LBD0018
cadas,LBN43010,Blida - بليدا,LBD0019
cadas,LBN31034,Bmahray - بمهريه,LBD0002
cadas,LBN320014,Bmariam - بمريم,LBD0003
cadas,LBN34045,Bmehrine - بمهرين,LBD0016
cadas,LBN31035,Bmekkine - بمكين,LBD0002
cadas,LBN61016,Bnaafoul - بنعفول,LBD0021
cadas,LBN36038,Bnabil - بنابيل,LBD0012
cadas,LBN31036,Bnaiye - البينه,LBD0002
cadas,LBN57023,Bnechaai - بنشعي,LBD0026
cadas,LBN54016,Bnehrane - بنهران,LBD0011
cadas,LBN34046,Boaatara - بعتارا,LBD0016
cadas,LBN36039,Bolonia - بولونيا,LBD0012
cadas,LBN33036,Boqaata - بقعاتا,LBD0008
cadas,LBN52019,Borj - البرج كفر عبيدا,LBD0009
cadas,LBN63018,Borj ech Chmali - برج الشمالي,LBD0022
cadas,LBN51041,Borj el Arab - برج العرب,LBD0001
cadas,LBN320015,Borj el Brajne - برج البراجنة,LBD0003
cadas,LBN63019,Borj el Haoua - برج الهوا,LBD0022
cadas,LBN43011,Borj El Mlouk - برج الملوك,LBD0019
cadas,LBN63021,Borj el Qibli - برج قبلي,LBD0022
cadas,LBN55028,Borj El Yahoudiye - برج اليهودية,LBD0013
cadas,LBN36040,Borj Hammoud - برج حمّود,LBD0012
cadas,LBN41010,Borj Qalaouiye - برج قلويه,LBD0007
cadas,LBN63022,Borj Rahhal - برج رحال,LBD0022
cadas,LBN33037,Borjein - البرجين,LBD0008
cadas,LBN31037,Botros - بطرس,LBD0002
cadas,LBN22014,Bou Sawaya - بو صوايا,LBD0010
cadas,LBN31115,Bou Zraid - بو زريدة,LBD0002
cadas,LBN31038,Bou Zraide - بو زريده,LBD0002
cadas,LBN22015,Bouaida - بويضة,LBD0010
cadas,LBN35031,Bouar - بوار,LBD0018
cadas,LBN25009,Bouarej - بوارج,LBD0025
cadas,LBN21022,Boudai - بوداي,LBD0004
cadas,LBN33038,Boudine - بودين,LBD0008
cadas,LBN57078,Bouhairet Toula - بحيرة تولا,LBD0026
cadas,LBN31039,Bourdine - بردين,LBD0002
cadas,LBN63023,Bourghliye - برغلية,LBD0022
cadas,LBN11010,Bourj Abi Haidar - برج أبو حيدر,LBD0006
cadas,LBN57024,Bousit - بوسيط,LBD0026
cadas,LBN62018,Bouslaya - بوصلايا,LBD0017
cadas,LBN22017,Boustane - بستان,LBD0010
cadas,LBN52020,Boustane El Aassi - بساتين العصي,LBD0009
cadas,LBN51344,Boustane El Herch - بستان الحرش,LBD0001
cadas,LBN63025,Boustane Sour - بستان صور,LBD0022
cadas,LBN320016,Boutchai - بطشيه,LBD0003
cadas,LBN33039,Boutme - بطمة,LBD0008
cadas,LBN53010,Bqaa Kafra - بقاع كفرا,LBD0005
cadas,LBN55029,Bqaa Safrin - بقاع صفرين,LBD0013
cadas,LBN35032,Bqaatouta - بقعتوتا,LBD0018
cadas,LBN33040,Bqaiaa - بقيعة,LBD0008
cadas,LBN52021,Bqaiaa et Dahr Abi Yaghi - بقيعة البترون,LBD0009
cadas,LBN35033,Bqaq Ed Dine - بقاق الدين,LBD0018
cadas,LBN55030,Bqarsouna - بقرصونه,LBD0013
cadas,LBN34047,Bqarta - بقرتا,LBD0016
cadas,LBN51271,Bqayaa - البقيعه,LBD0001
cadas,LBN36041,Bqennaya - بقنايا,LBD0012
cadas,LBN53011,Bqerqacha - بقرقاشا,LBD0005
cadas,LBN51042,Bqerzala - بقرزلا,LBD0001
cadas,LBN52022,Bqosmaiya - بقسميا,LBD0009
cadas,LBN61017,Bqosta - بقسطا,LBD0021
cadas,LBN41011,Braachit - برعشيت,LBD0007
cadas,LBN44008,Braiqaa - بريقع,LBD0014
cadas,LBN53012,Braissat - بريسات,LBD0005
cadas,LBN61018,Brak et Tall - براك التل,LBD0021
cadas,LBN61019,Bramiye - برامية,LBD0021
cadas,LBN320017,Brazilia - برازيليا,LBD0003
cadas,LBN22018,Breij - البريج,LBD0010
cadas,LBN33041,Brih - بريح,LBD0008
cadas,LBN22019,Brissa - بريصا,LBD0010
cadas,LBN21023,Britel - بريتال,LBD0004
cadas,LBN34048,Broqta - برقتا,LBD0016
cadas,LBN36042,Broumana - برمانا المتن,LBD0012
cadas,LBN35034,Broummana Kfar Dibian - برمانا كفر ذبيان,LBD0018
cadas,LBN33042,Bsaba - بسابا,LBD0008
cadas,LBN320101,Bsaba & Ouadi Dlab - بسابا وادي الدلب,LBD0003
cadas,LBN36043,Bsalim - بصاليم,LBD0012
cadas,LBN54017,Bsarma - بصرما,LBD0011
cadas,LBN31040,Bsatine - البساتين,LBD0002
cadas,LBN36044,Bsatine Ain Saade - بساتين عين سعادة,LBD0012
cadas,LBN21024,Bsayleh al Fawka - بصيلة الفوقا,LBD0004
cadas,LBN21025,Bsayleh al Tahta - بصيلة التحتا,LBD0004
cadas,LBN57025,Bsebaal - بسبعل,LBD0026
cadas,LBN33043,Bsennay - بصّني,LBD0008
cadas,LBN31041,Bserrine - بسرين,LBD0002
cadas,LBN36045,Bsifrine - بسفرين,LBD0012
cadas,LBN31042,Bsous - بسوس,LBD0002
cadas,LBN54018,Btaaboura - بتعبورة,LBD0011
cadas,LBN320102,Btaaline - بتعلين,LBD0003
cadas,LBN55031,Btahline - بتحلين,LBD0013
cadas,LBN63026,Btaichiye - بطيشية,LBD0022
cadas,LBN31043,Btalloun - بطلون,LBD0002
cadas,LBN31044,Btater - بتاتر,LBD0002
cadas,LBN320020,Btebyat - بتبيات,LBD0003
cadas,LBN62019,Bteddine el Loqch - بتدين اللقش,LBD0017
cadas,LBN36046,Bteghrine - بتغرين,LBD0012
cadas,LBN320021,Btekhnay - بتخناي,LBD0003
cadas,LBN55032,Btellaiye - بتلايه,LBD0013
cadas,LBN55033,Btermaz - بطرماز,LBD0013
cadas,LBN54019,Btouratij - بتوراتيج,LBD0011
cadas,LBN54020,Btourram - بطرام,LBD0011
cadas,LBN51043,Bzaita - بزيتا,LBD0001
cadas,LBN51044,Bzal - بزال,LBD0001
cadas,LBN320022,Bzebdine - بزبدين,LBD0003
cadas,LBN33044,Bzina - بزينا,LBD0008
cadas,LBN54021,Bziza - بزيزا,LBD0011
cadas,LBN35035,Bzoummar - بزمار,LBD0018
cadas,LBN35036,Chaab - شعب,LBD0018
cadas,LBN34049,Chaabiyat el Fawqa - شعبيات الفوقا,LBD0016
cadas,LBN63027,Chaaitiyeh - شعيتية,LBD0022
cadas,LBN21026,Chaat - شعت,LBD0004
cadas,LBN63028,Chabriha - شبريحا,LBD0022
cadas,LBN52023,Chabtine - شبطين,LBD0009
cadas,LBN51045,Chadra - شدره,LBD0001
cadas,LBN63029,Chahour - شحور,LBD0022
cadas,LBN35037,Chahtoul - شحتول,LBD0018
cadas,LBN34050,Chaloumas - شلوماس,LBD0016
cadas,LBN63030,Chamaa - شمع,LBD0022
cadas,LBN34051,Chamat - شامات,LBD0016
cadas,LBN62020,Chamkha - شامخة,LBD0017
cadas,LBN31045,Chamlikh - شاملخ,LBD0002
cadas,LBN11011,Champ de courses - ميدان سباق الخيل,LBD0006
cadas,LBN25011,Chamssine - شمسين,LBD0025
cadas,LBN31046,Chanay - شانيه,LBD0002
cadas,LBN51046,Chane - شان,LBD0001
cadas,LBN36047,Chaouiye - شاوية,LBD0012
cadas,LBN51272,Chaqdouf - الشقدوف,LBD0001
cadas,LBN41012,Chaqra - شقرا,LBD0007
cadas,LBN51047,Charbila - شربيلا,LBD0001
cadas,LBN22020,Charbine - شربين,LBD0010
cadas,LBN34052,Charbine Mazraat Es Siyad - شربين مزرعة السياد,LBD0016
cadas,LBN63031,Charnaiye - شارنية,LBD0022
cadas,LBN31047,Charoun - شارون,LBD0002
cadas,LBN44009,Charqiye - شرقية,LBD0014
cadas,LBN31048,Chartoun - شرتون,LBD0002
cadas,LBN320108,Chatila - شاتيلا,LBD0003
cadas,LBN52024,Chatine - شاتين,LBD0009
cadas,LBN51237,Chattaha - شطاحة,LBD0001
cadas,LBN52025,Chawi - شاوي,LBD0009
cadas,LBN320023,Chbaniye - شبانية,LBD0003
cadas,LBN62021,Chbeil - شبيل,LBD0017
cadas,LBN36048,Chbouq - شبوق,LBD0012
cadas,LBN42008,Chebaa - شبعا,LBD0015
cadas,LBN24008,Chebreqiyet Aammiq - شبرقية عميق,LBD0024
cadas,LBN25010,Chebrqiyet Tabet - شبرقية تابت,LBD0025
cadas,LBN63032,Chehabiye - شهابية,LBD0022
cadas,LBN35057,Chehhara - شحارة,LBD0018
cadas,LBN51064,Cheikh Mohammad - الشيخ محمد,LBD0001
cadas,LBN51273,Cheikh Aayash - الشيخ عياش,LBD0001
cadas,LBN51274,Cheikh Hmairine - شيخ حمارين,LBD0001
cadas,LBN51275,Cheikh Taba - الشيخ طابا,LBD0001
cadas,LBN51048,Cheikh Taba es Sahl - الشيخ طابا السهل,LBD0001
cadas,LBN51049,Cheikh Zennad Talbibe - الشيخ زناد,LBD0001
cadas,LBN51050,Cheikhlar - شيخلار,LBD0001
cadas,LBN34053,Chekhnaya - شخنايا,LBD0016
cadas,LBN52026,Chekka - شكَا,LBD0009
cadas,LBN31049,Chemlane - شملان,LBD0002
cadas,LBN36049,Cherchar - شرشار,LBD0012
cadas,LBN36050,Cherin - شرين,LBD0012
cadas,LBN33045,Chhim - شحيم,LBD0008
cadas,LBN320024,Chiayah - شياح,LBD0003
cadas,LBN63033,Chihine - شيحين,LBD0022
cadas,LBN34054,Chikhane - شيخان,LBD0016
cadas,LBN51051,Chir Hmairine - شير حمارين,LBD0001
cadas,LBN53013,Chira - شيرا,LBD0005
cadas,LBN21027,Chlifa - شليفا,LBD0004
cadas,LBN33046,Chmaarine - شمعرين,LBD0008
cadas,LBN320025,Chmaissa - شميسة,LBD0003
cadas,LBN55034,Chmis - الشميس,LBD0013
cadas,LBN36051,Chmis Antelias - شميس أنطلياس,LBD0012
cadas,LBN33047,Chmis chouf - شميس,LBD0008
cadas,LBN21028,Chmistar - شمسطار,LBD0004
cadas,LBN34055,Chmout - شموت,LBD0016
cadas,LBN35038,Chnanaair - شننعير,LBD0018
cadas,LBN52027,Chnata - شناتا,LBD0009
cadas,LBN22021,Chouaghir - شواغير,LBD0010
cadas,LBN42009,Chouaia - شويّا,LBD0015
cadas,LBN36052,Chouaiya - شويا,LBD0012
cadas,LBN62022,Choualiq - شواليق جزين,LBD0017
cadas,LBN33048,Choualiq Deir El Qamar - شواليق دير القمر,LBD0008
cadas,LBN34056,Chouata - شواتا,LBD0016
cadas,LBN35039,Chouaya - شويا يحشوش,LBD0018
cadas,LBN36053,Choueir - شوير,LBD0012
cadas,LBN35040,Chouene - شوان,LBD0018
cadas,LBN320026,Chouit - شويت,LBD0003
cadas,LBN44010,Choukine - شوكين,LBD0014
cadas,LBN33049,Chourit - شوريت,LBD0008
cadas,LBN31050,Chqif Btalloun - شقيف بطلون,LBD0002
cadas,LBN35041,Christ Roi - يسوع الملك,LBD0018
cadas,LBN25012,Chtaura - شتورا,LBD0025
cadas,LBN320027,Cite Sportive - المدينة الرياضية,LBD0003
cadas,LBN11062,Corniche El Naher - كورنيش النهر,LBD0006
cadas,LBN52028,Daael - داعل,LBD0009
cadas,LBN35042,Daasse - دعسه,LBD0018
cadas,LBN51052,Dabadeb - داباديب,LBD0001
cadas,LBN33050,Dabche - دبشه,LBD0008
cadas,LBN51065,Daghle - الدغلة,LBD0001
cadas,LBN51053,Dahr Aayas - ضهر عياس,LBD0001
cadas,LBN52029,Dahr Abi Yaghi - ضهر ابي ياغي,LBD0009
cadas,LBN25013,Dahr al Harf - ضهر الحرف,LBD0025
cadas,LBN54022,Dahr AlAin - ضهر العين,LBD0011
cadas,LBN35043,Dahr Badris - ضهر بدريس,LBD0018
cadas,LBN25014,Dahr Blait - ضهر البلايط,LBD0025
cadas,LBN36054,Dahr Broummana - ضهر برمانا,LBD0012
cadas,LBN33051,Dahr ech Chqif - ضهر الشقيف,LBD0008
cadas,LBN62023,Dahr ed Deir - ضهر الدير,LBD0017
cadas,LBN33052,Dahr el Aaqline - ضهر عقلين,LBD0008
cadas,LBN23013,Dahr el Ahmar - ضهر الاحمر,LBD0020
cadas,LBN36055,Dahr el Bacheq - ضهر الباشق,LBD0012
cadas,LBN320028,Dahr el Baidar - ضهر البيدر,LBD0003
cadas,LBN51054,Dahr El Ballane - ضهر البلانه,LBD0001
cadas,LBN52030,Dahr el Ghbare - ضهر الغبار,LBD0009
cadas,LBN36056,Dahr el Hossein - ضهر الحسين المتن,LBD0012
cadas,LBN51055,Dahr el Houssain - ضهر الحسين,LBD0001
cadas,LBN33053,Dahr el Mghara - ضهر المغارة,LBD0008
cadas,LBN31051,Dahr El Ouahch - ضهر الوحش,LBD0002
cadas,LBN35044,Dahr el Qattine - ضهر القطين,LBD0018
cadas,LBN52031,Dahr El Qotlob - ضهر القطلب,LBD0009
cadas,LBN62024,Dahr er Ramle - ضهر الرملة,LBD0017
cadas,LBN25015,Dahr es Souane - ضهر الصوان,LBD0025
cadas,LBN36057,Dahr Es Souane Meten - ضهر الصوان المتن,LBD0012
cadas,LBN51278,Dahr Laissineh - ضهر ليسينه,LBD0001
cadas,LBN52032,Dahr Mar Risha - ضهر مار ريشا,LBD0009
cadas,LBN55035,Dairaiya - داريا المنيه,LBD0013
cadas,LBN24009,Dakoue - دكوة,LBD0024
cadas,LBN25016,Dalhamiye - دلهميه,LBD0025
cadas,LBN33054,Dalhoun - دلهون,LBD0008
cadas,LBN56021,Dam Wal Farz - الضم و الفرز,LBD0023
cadas,LBN33055,Damour - الدامور,LBD0008
cadas,LBN57079,Danha - دنها,LBD0026
cadas,LBN51279,Danke et El Amriyeh - دنكة و العامرية,LBD0001
cadas,LBN61020,Daoudiye - الداودية,LBD0021
cadas,LBN36058,Daoura - دورة,LBD0012
cadas,LBN34057,Daouret Edde Jbayl - دورة إده جبيل,LBD0016
cadas,LBN21029,Daouret en Naml - دورة النمل,LBD0004
cadas,LBN51280,Daousse Baghdadi - دوسة بغدادي,LBD0001
cadas,LBN31052,Daqqoun - دقون,LBD0002
cadas,LBN11013,Dar Al Fatwa - دارالفتوى,LBD0006
cadas,LBN54023,Dar Baachtar - دار بعشتار,LBD0011
cadas,LBN54024,Dar Chmizzine - دار شمزين,LBD0011
cadas,LBN21030,Dar el Ouassaa - دار الواسعة,LBD0004
cadas,LBN35045,Daraaoun - درعون,LBD0018
cadas,LBN33056,Daraiya - داريا الشوف,LBD0008
cadas,LBN57026,Darayia - داريا,LBD0026
cadas,LBN62025,Darayia Jezzine - داريا جزين,LBD0017
cadas,LBN35046,Darayia Kesrwane - داريا كسروان,LBD0018
cadas,LBN61021,Darb es Sim - درب السيم,LBD0021
cadas,LBN51057,Darine - دارين,LBD0001
cadas,LBN33057,Dawha - الدوحة,LBD0008
cadas,LBN52034,Dawrat - دورة كفر عبيدا,LBD0009
cadas,LBN36059,Daychouniye - ديشونية,LBD0012
cadas,LBN35047,Dayr Saydet el Haqle - دير سيدة الحقلة,LBD0018
cadas,LBN52036,Dayr Shouwah - دير شواح,LBD0009
cadas,LBN51281,Dayret Nahr el Kabir - دائرة النهر الكبير,LBD0001
cadas,LBN36060,Dbaiye - ضبية,LBD0012
cadas,LBN63034,Debaal - دبعل,LBD0022
cadas,LBN55036,Debaal El Minieh - دبعل المنيه,LBD0013
cadas,LBN41013,Debl Oummiya - دبل امية,LBD0007
cadas,LBN54025,Dedde - دده,LBD0011
cadas,LBN42010,Dehayrjate - الدحيرجات,LBD0015
cadas,LBN63035,Deir Aamess - ديرعامص,LBD0022
cadas,LBN24010,Deir Ain ej Jaouze - دير عين الجوزة,LBD0024
cadas,LBN55037,Deir Amar - دير عمار,LBD0013
cadas,LBN33058,Deir Baba - دير بابا,LBD0008
cadas,LBN35048,Deir Baklouche - دير بقلوش,LBD0018
cadas,LBN52037,Deir Billa - ديربلا,LBD0009
cadas,LBN36061,Deir Chamra - دير شمرا,LBD0012
cadas,LBN62026,Deir Chkedif - شقاديف,LBD0017
cadas,LBN51058,Deir Dalloum - دير دلوم,LBD0001
cadas,LBN33059,Deir Dourite - دير دوريت,LBD0008
cadas,LBN23014,Deir el Aachayer - دير العشاير,LBD0020
cadas,LBN21031,Deir El Ahmar - دير الاحمر,LBD0004
cadas,LBN54007,DEIR EL BALAMAND - دير البلمند,LBD0011
cadas,LBN25017,Deir el Ghazal - دير الغزال,LBD0025
cadas,LBN320029,Deir el Harf - دير الحرف,LBD0003
cadas,LBN33060,Deir El MKhales - دير المخلص الشوف,LBD0008
cadas,LBN36062,Deir el Qalaa - دير القلعة,LBD0012
cadas,LBN33061,Deir el Qamar - دير القمر,LBD0008
cadas,LBN34058,Deir el Qattara - دير القطارة,LBD0016
cadas,LBN62093,Deir El Qattine - دير قطِين,LBD0017
cadas,LBN33062,Deir er Rahbat - دير الراهبات,LBD0008
cadas,LBN33063,Deir es Saide - دير السيدة,LBD0008
cadas,LBN36063,Deir es Salib - دير الصليب,LBD0012
cadas,LBN44011,Deir ez Zahrani - دير الزهراني,LBD0014
cadas,LBN35049,Deir Hrach - دير حراش,LBD0018
cadas,LBN51059,Deir Janine - دير جنين,LBD0001
cadas,LBN52035,Deir Kfifane - دير كفيفان,LBD0009
cadas,LBN320030,Deir Khouna - دير خونة,LBD0003
cadas,LBN63036,Deir Kifa - دير كيفا,LBD0022
cadas,LBN36064,Deir Ma Yohanna El Khenchara - ديرمار يوحنا الخنشارة,LBD0012
cadas,LBN62028,Deir Machmouche - دير مشموشه,LBD0017
cadas,LBN36065,Deir Mar Chaaya - دير مار شعيا,LBD0012
cadas,LBN320031,Deir Mar Elias - دير مار الياس,LBD0003
cadas,LBN36066,Deir Mar Jergos - دير مار جرجس,LBD0012
cadas,LBN51060,Deir Mar Jeryos - دير مار جريس,LBD0001
cadas,LBN34059,Deir Mar Maroun - دير مار مارون,LBD0016
cadas,LBN21032,Deir Mar Maroun Baalbek - دير مار مارون بعلبك,LBD0004
cadas,LBN34060,Deir Mar Sarkis - دير مار سركيس,LBD0016
cadas,LBN36067,Deir Mar Simaane - دير مار سمعان,LBD0012
cadas,LBN320032,Deir Mar Youhanna - دير مار يوحنا,LBD0003
cadas,LBN52038,Deir Mar Youhanna Douma - دير مار يوحنا دوما,LBD0009
cadas,LBN52039,Deir Mar Youssef Jrabta - دير مار يوسف جربتا,LBD0009
cadas,LBN43012,Deir Mimas - دير ميماس,LBD0019
cadas,LBN62081,Deir Moukhalles - دير  المخلص,LBD0017
cadas,LBN55038,Deir Nbouh - دير نبوح,LBD0013
cadas,LBN35051,Deir Nisbey - دير نسبيه,LBD0018
cadas,LBN41014,Deir Ntar - دير نطار,LBD0007
cadas,LBN63037,Deir Qanoun - دير قانون,LBD0022
cadas,LBN63038,Deir Qanoun en Nahr - دير قانون النهر,LBD0022
cadas,LBN31053,Deir Qoubil - دير قوبل,LBD0002
cadas,LBN33064,Deir Qouche - دير كوشه,LBD0008
cadas,LBN35052,Deir Ram Bou Daqen - دير رام بو دقن,LBD0018
cadas,LBN320033,Deir Saiya - دير سيا,LBD0003
cadas,LBN35050,Deir saydet Louaize - دير سيدة اللويزة,LBD0018
cadas,LBN43013,Deir Siriane - دير سريان,LBD0019
cadas,LBN24011,Deir Tahnich - دير طحنيش,LBD0024
cadas,LBN36068,Deir Tamich - دير طاميش,LBD0012
cadas,LBN61022,Deir Taqla - دير تقلا,LBD0021
cadas,LBN25018,Deir Zenoun - دير زنون,LBD0025
cadas,LBN35053,Deir Ziraaya - دير زرعيا,LBD0018
cadas,LBN36069,Deir-er-Raai es Saleh - دير الراعي الصالح,LBD0012
cadas,LBN61110,Dekerman - الدكرمان,LBD0021
cadas,LBN36070,Dekouane - دكوانة,LBD0012
cadas,LBN36071,Delb - دلب,LBD0012
cadas,LBN35054,Delbta - دلبتا,LBD0018
cadas,LBN33065,Delghani - دلغاني,LBD0008
cadas,LBN42011,Dellafi - دلافة,LBD0015
cadas,LBN51061,Denke - دنكي,LBD0001
cadas,LBN35055,Deraali - درعليه,LBD0018
cadas,LBN63039,Derdghaiya - دردغايا,LBD0022
cadas,LBN52040,Derya - دريا,LBD0009
cadas,LBN31054,Dfoun - دفون,LBD0002
cadas,LBN63040,Dhaira - ظهيرة,LBD0022
cadas,LBN33066,Dhour Ain Al Haour - ضهور عين الحور,LBD0008
cadas,LBN320034,Dhour Al Aabaydiyeh - ضهور العبادية,LBD0003
cadas,LBN61098,Dhour Darb es Sim - ضهور درب السيم,LBD0021
cadas,LBN36072,Dhour Ech Choueir - ضهور الشوير,LBD0012
cadas,LBN51282,Dibbabiye - دبابية,LBD0001
cadas,LBN43014,Dibbine - دبين,LBD0019
cadas,LBN33067,Dibbiye - دبية,LBD0008
cadas,LBN36073,Dik El Mehdi - ديك المحدي,LBD0012
cadas,LBN53014,Dimane - ديمان,LBD0005
cadas,LBN62030,Dimechqiye - دمشقية,LBD0017
cadas,LBN51062,Dinbou Ain al zahab - دنبو عين الذهب,LBD0001
cadas,LBN320035,Dlaibe - دليبه,LBD0003
cadas,LBN34061,Dmalsa - دملصا,LBD0016
cadas,LBN33068,Dmit - دميت,LBD0008
cadas,LBN33069,Douair Ed Dibbiye - دوير الدبية,LBD0008
cadas,LBN33070,Douair El Hara - دوير الحارة,LBD0008
cadas,LBN36074,Douar - دوار,LBD0012
cadas,LBN34062,Douar Bou chahine - دوار بو شاهين,LBD0016
cadas,LBN41015,Doubiye - دوبية,LBD0007
cadas,LBN34063,Doueir - الدوير,LBD0016
cadas,LBN51284,Doueir Aadouiye - دوير عدويه,LBD0001
cadas,LBN44012,Doueir El Nabatieh - الدوير النبطية,LBD0014
cadas,LBN31055,Doueir er Remmane - دوير الرمان,LBD0002
cadas,LBN52041,Douma - دوما,LBD0009
cadas,LBN52042,Douq - دوق,LBD0009
cadas,LBN21033,Douris - دوريس,LBD0004
cadas,LBN35056,Dqarine - دقارين,LBD0018
cadas,LBN55039,Ech Chalout - شالوط,LBD0013
cadas,LBN33071,Ech Charbine - شربين,LBD0008
cadas,LBN51063,Ech Cheikh Maarouf - الشيخ معروف,LBD0001
cadas,LBN63128,Ech Choumara - الشومارا,LBD0022
cadas,LBN35058,Ech Chqif Bqaatouta - شقيف بقعتوتا,LBD0018
cadas,LBN35059,Ed Dahr - الضهر,LBD0018
cadas,LBN35060,Ed Dahr Ghbale - ضهر غبالة,LBD0018
cadas,LBN33072,Ed Dalhamiye - دلهميه الدبيه,LBD0008
cadas,LBN51066,Ed Daoura - الدوره,LBD0001
cadas,LBN22023,Ed Daoura el hermel - الدورة الهرمل,LBD0010
cadas,LBN35061,Ed Daoura Shaile - دورة سهيلة,LBD0018
cadas,LBN51067,Ed Daousse - الدوسة,LBD0001
cadas,LBN34064,Ed Darje - درجه,LBD0016
cadas,LBN51068,Ed Debbabiye el Charqiye - الدبابية الشرقية,LBD0001
cadas,LBN51069,Ed Debbabiye el Gharbiye - الدبابية الغربية,LBD0001
cadas,LBN56001,Ed Debbagha - الدباغة,LBD0023
cadas,LBN63121,Ed Dikiye - الديكية,LBD0022
cadas,LBN34065,Edde - إده,LBD0016
cadas,LBN52043,Edde el Batroun - إده البترون,LBD0009
cadas,LBN35009,Edma et Dafne - أدما والدفنه,LBD0018
cadas,LBN57027,Ehden - اهدن,LBD0026
cadas,LBN34066,Ehmej - اهمج,LBD0016
cadas,LBN35062,Ej Jaayel - جعايل غبالة,LBD0018
cadas,LBN11014,Ej Jeitaoui - جعيتاوي,LBD0006
cadas,LBN36075,Ej Jouaniye - الجوانية,LBD0012
cadas,LBN33073,Ej Jreid - جريد,LBD0008
cadas,LBN57028,Ejbeaa - اجبع,LBD0026
cadas,LBN51071,El Aabboudiye - العبودية,LBD0001
cadas,LBN21034,El Aaiara - عيارة,LBD0004
cadas,LBN34068,El Aambra - العمبرا,LBD0016
cadas,LBN11016,El Aamliye - عاملية,LBD0006
cadas,LBN51075,El Aamriye - العمارية,LBD0001
cadas,LBN51076,El Aaouaichat - العويشات,LBD0001
cadas,LBN35063,El Aaqaybe Kesrouane - عقيبة,LBD0018
cadas,LBN54026,El Aaqbe - عقبة,LBD0011
cadas,LBN33074,El Aaqbe joun - عقبة جون,LBD0008
cadas,LBN44013,El Aaqide - عقيدة,LBD0014
cadas,LBN34069,El Aarich - عريش,LBD0016
cadas,LBN51077,El Aarida - العريضة,LBD0001
cadas,LBN51079,El Aayoun - العيون,LBD0001
cadas,LBN52044,El Aazeqa - عزيقه,LBD0009
cadas,LBN35064,El Aazra et el Aazr - عذره والعذر,LBD0018
cadas,LBN61024,El Achrafiye - أشرفية المية ومية,LBD0021
cadas,LBN21035,El Ain - العين,LBD0004
cadas,LBN22016,El Baaoul - البعول,LBD0010
cadas,LBN54027,El Bahsas - بحصاص,LBD0011
cadas,LBN320036,El Baqle - بقلة,LBD0003
cadas,LBN21036,El Barake - البركة,LBD0004
cadas,LBN51081,El Barde - بردي,LBD0001
cadas,LBN34070,El Barraniye - برانية,LBD0016
cadas,LBN63041,El Bass -  البصَ,LBD0022
cadas,LBN33075,El Battal - بطال,LBD0008
cadas,LBN44014,El Bayad - نبطية البياض,LBD0014
cadas,LBN55040,El Beddaoui - بداوي,LBD0013
cadas,LBN34071,El Bhayri - بحيري,LBD0016
cadas,LBN41016,El Birke -  البركه بنت جبيل,LBD0007
cadas,LBN41017,El Biyad - البياد,LBD0007
cadas,LBN63042,El Biyada - بياضة,LBD0022
cadas,LBN34072,El Biyade - البياضة جبيل,LBD0016
cadas,LBN31056,El Blat -  بلاط  سلفايا,LBD0002
cadas,LBN34073,El Borj - برج,LBD0016
cadas,LBN51082,El Borj Akkar - البرج عكار,LBD0001
cadas,LBN36076,El Borj El Khenchara - برج الخنشارة,LBD0012
